NO_OF_FRAMES	1139
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 19:34:17.490	955791.10098720
DATA_INCLUDED	3D
TITLE	Bevaring av rörelsemängdsmoment i inelastisk stöt 27.7 g vs 34.3 g
MARKER_NAMES	h34_3g	hx	hy	v27_7g	vy	vx
COLLISION_TIME	0.76
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	h34_3g X	h34_3g Y	h34_3g Z	hx X	hx Y	hx Z	hy X	hy Y	hy Z	v27_7g X	v27_7g Y	v27_7g Z	vy X	vy Y	vy Z	vx X	vx Y	vx Z	
5491	10.98000	441.770	529.206	169.492	446.302	543.599	169.297	426.465	534.680	169.911	397.905	404.037	164.712	384.476	387.691	165.060	383.513	418.301	164.966
5492	10.98200	441.524	529.055	169.474	445.711	543.552	169.302	426.082	534.193	169.859	397.774	404.223	164.733	384.086	388.104	165.039	383.623	418.727	165.011
5493	10.98400	441.280	528.914	169.439	445.103	543.514	169.324	425.779	533.637	169.898	397.605	404.425	164.721	383.625	388.560	165.029	383.707	419.143	165.045
5494	10.98600	441.050	528.780	169.420	444.520	543.459	169.313	425.359	533.142	169.829	397.452	404.628	164.738	383.235	388.975	165.071	383.841	419.558	165.014
5495	10.98800	440.790	528.630	169.401	443.899	543.403	169.303	425.055	532.551	169.900	397.321	404.813	164.759	382.854	389.397	165.064	383.948	419.957	165.051
5496	10.99000	440.565	528.479	169.444	443.293	543.330	169.293	424.749	532.082	169.849	397.176	404.990	164.765	382.438	389.854	165.056	384.060	420.371	165.018
5497	10.99200	440.340	528.311	169.485	442.703	543.257	169.281	424.408	531.473	169.890	397.031	405.175	164.784	382.034	390.277	165.080	384.174	420.805	165.053
5498	10.99400	440.094	528.195	169.499	442.079	543.157	169.317	424.071	530.987	169.838	396.901	405.369	164.789	381.659	390.734	165.071	384.286	421.175	165.010
5499	10.99600	439.870	528.042	169.515	441.459	543.084	169.275	423.846	530.431	169.882	396.748	405.581	164.790	381.237	391.200	165.076	384.417	421.582	165.030
5500	10.99800	439.641	527.859	169.491	440.927	542.956	169.332	423.514	529.884	169.876	396.595	405.774	164.794	380.808	391.657	165.066	384.519	421.987	164.986
5501	11.00000	439.356	527.681	169.487	440.236	542.821	169.334	423.230	529.336	169.842	396.450	405.967	164.767	380.426	392.132	165.055	384.642	422.332	164.999
5502	11.00200	439.149	527.521	169.486	439.647	542.723	169.276	422.959	528.789	169.870	396.296	406.161	164.771	380.067	392.572	165.079	384.775	422.730	165.003
5503	11.00400	438.941	527.387	169.472	438.994	542.559	169.299	422.722	528.302	169.795	396.165	406.338	164.810	379.690	393.040	165.118	384.947	423.152	164.927
5504	11.00600	438.782	527.255	169.420	438.401	542.409	169.328	422.488	527.668	169.882	396.034	406.541	164.830	379.315	393.496	165.080	385.053	423.473	164.991
5505	11.00800	438.379	527.139	169.337	437.889	542.229	169.443	422.213	527.191	169.817	395.896	406.735	164.834	378.963	393.964	165.117	385.208	423.862	165.014
5506	11.01000	438.208	526.971	169.382	437.191	542.065	169.435	421.994	526.564	169.866	395.735	406.920	164.824	378.609	394.430	165.096	385.341	424.241	164.958
5507	11.01200	438.007	526.765	169.553	436.684	541.896	169.438	421.733	526.103	169.807	395.590	407.104	164.814	378.251	394.913	165.069	385.473	424.578	164.986
5508	11.01400	437.805	526.605	169.613	436.084	541.710	169.289	421.591	525.451	169.869	395.444	407.280	164.821	377.922	395.389	165.091	385.633	424.933	165.047
5509	11.01600	437.529	526.454	169.595	435.470	541.531	169.277	421.408	525.002	169.820	395.305	407.485	164.872	377.585	395.864	165.082	385.835	425.294	164.996
5510	11.01800	437.264	526.277	169.499	434.890	541.280	169.359	421.175	524.383	169.854	395.166	407.661	164.879	377.257	396.349	165.118	385.991	425.630	164.992
5511	11.02000	437.082	526.145	169.449	434.246	541.109	169.336	420.974	523.862	169.842	395.029	407.828	164.871	376.920	396.831	165.064	386.136	425.967	165.023
5512	11.02200	436.868	526.020	169.416	433.670	540.878	169.354	420.827	523.306	169.828	394.884	408.021	164.844	376.614	397.333	165.069	386.277	426.285	164.990
5513	11.02400	436.621	525.860	169.444	433.110	540.639	169.324	420.680	522.750	169.817	394.747	408.205	164.834	376.246	397.817	165.075	386.479	426.638	164.955
5514	11.02600	436.373	525.683	169.472	432.525	540.388	169.348	420.503	522.230	169.772	394.579	408.425	164.818	375.948	398.329	165.094	386.625	426.939	164.989
5515	11.02800	436.150	525.532	169.486	431.939	540.120	169.399	420.323	521.638	169.824	394.457	408.601	164.826	375.634	398.822	165.087	386.796	427.248	164.943
5516	11.03000	435.928	525.364	169.467	431.348	539.853	169.390	420.231	521.144	169.795	394.295	408.769	164.850	375.360	399.333	165.105	386.974	427.566	164.944
5517	11.03200	435.682	525.195	169.449	430.750	539.586	169.376	420.113	520.580	169.830	394.149	408.953	164.840	375.031	399.834	165.080	387.144	427.876	164.961
5518	11.03400	435.436	525.044	169.462	430.135	539.302	169.395	420.028	520.059	169.790	393.988	409.139	164.861	374.747	400.347	165.134	387.293	428.149	164.917
5519	11.03600	435.189	524.875	169.475	429.612	539.026	169.402	419.911	519.504	169.810	393.874	409.350	164.863	374.467	400.846	165.076	387.480	428.467	164.886
5520	11.03800	434.964	524.742	169.521	429.005	538.724	169.389	419.825	518.992	169.785	393.730	409.543	164.836	374.181	401.335	165.181	387.662	428.761	164.940
5521	11.04000	434.735	524.565	169.486	428.428	538.403	169.410	419.716	518.445	169.789	393.600	409.710	164.828	373.923	401.860	165.106	387.857	429.026	164.914
5522	11.04200	434.506	524.423	169.453	427.876	538.119	169.401	419.639	517.942	169.750	393.447	409.895	164.819	373.655	402.380	165.112	388.020	429.300	164.904
5523	11.04400	434.238	524.272	169.433	427.330	537.817	169.391	419.584	517.422	169.742	393.285	410.072	164.857	373.380	402.883	165.121	388.244	429.601	164.906
5524	11.04600	434.027	524.095	169.494	426.760	537.453	169.426	419.519	516.901	169.797	393.162	410.274	164.847	373.145	403.428	165.107	388.423	429.858	164.928
5525	11.04800	433.827	523.944	169.508	426.214	537.132	169.450	419.459	516.382	169.724	393.024	410.459	164.838	372.853	403.906	165.166	388.568	430.097	164.924
5526	11.05000	433.533	523.774	169.553	425.669	536.786	169.423	419.394	515.852	169.763	392.863	410.635	164.845	372.657	404.485	165.086	388.792	430.388	164.883
5527	11.05200	433.296	523.625	169.532	425.069	536.422	169.458	419.372	515.359	169.710	392.710	410.803	164.868	372.363	404.972	165.164	388.970	430.636	164.891
5528	11.05400	433.066	523.456	169.515	424.562	536.068	169.448	419.355	514.865	169.688	392.564	411.006	164.888	372.128	405.544	165.133	389.133	430.857	164.886
5529	11.05600	432.852	523.279	169.481	424.003	535.696	169.375	419.330	514.353	169.697	392.434	411.208	164.877	371.929	406.057	165.189	389.328	431.087	164.864
5530	11.05800	432.604	523.110	169.528	423.486	535.305	169.430	419.352	513.886	169.692	392.313	411.400	164.819	371.693	406.585	165.180	389.534	431.326	164.862
5531	11.06000	432.343	522.959	169.507	422.933	534.924	169.435	419.327	513.410	169.700	392.191	411.576	164.827	371.496	407.173	165.118	389.759	431.582	164.825
5532	11.06200	432.143	522.808	169.522	422.449	534.525	169.413	419.355	512.890	169.726	392.068	411.754	164.866	371.249	407.653	165.212	389.858	431.777	164.839
5533	11.06400	431.918	522.639	169.568	421.917	534.134	169.465	419.385	512.467	169.705	391.943	411.931	164.907	371.091	408.267	165.132	390.044	431.964	164.868
5534	11.06600	431.721	522.498	169.503	421.418	533.736	169.440	419.361	511.955	169.685	391.760	412.097	164.867	370.883	408.676	165.235	390.290	432.195	164.881
5535	11.06800	431.434	522.311	169.549	420.925	533.319	169.448	419.428	511.524	169.709	391.547	412.289	164.839	370.701	409.334	165.135	390.504	432.417	164.882
5536	11.07000	431.195	522.143	169.561	420.402	532.903	169.456	419.465	511.057	169.706	391.425	412.475	164.861	370.497	409.749	165.187	390.637	432.618	164.817
5537	11.07200	430.980	521.983	169.559	419.942	532.487	169.433	419.496	510.616	169.653	391.332	412.680	164.913	370.290	410.382	165.108	390.777	432.786	164.785
5538	11.07400	430.764	521.832	169.574	419.456	532.043	169.458	419.561	510.175	169.727	391.233	412.856	164.921	370.178	410.830	165.066	391.055	432.948	164.863
5539	11.07600	430.486	521.672	169.603	418.996	531.627	169.434	419.615	509.744	169.691	391.041	413.011	164.839	370.036	411.367	165.284	391.304	433.146	164.978
5540	11.07800	430.273	521.522	169.553	418.503	531.158	169.443	419.665	509.356	169.732	390.928	413.210	164.735	369.803	411.914	165.071	391.419	433.351	165.008
5541	11.08000	430.041	521.345	169.582	418.078	530.715	169.499	419.757	508.959	169.698	390.801	413.403	164.707	369.627	412.424	165.302	391.513	433.508	164.933
5542	11.08200	429.848	521.176	169.597	417.602	530.255	169.461	419.834	508.537	169.676	390.626	413.601	164.842	369.457	412.969	164.996	391.653	433.683	164.855
5543	11.08400	429.579	520.990	169.610	417.162	529.768	169.503	419.908	508.158	169.705	390.443	413.746	164.972	369.418	413.473	165.278	391.917	433.833	164.826
5544	11.08600	429.326	520.839	169.591	416.708	529.326	169.496	419.974	507.735	169.746	390.257	413.880	165.033	369.203	414.013	165.060	392.223	433.994	164.850
5545	11.08800	429.110	520.706	169.606	416.278	528.839	169.476	420.075	507.356	169.680	390.143	414.071	164.948	369.127	414.573	165.196	392.383	434.137	164.903
5546	11.09000	428.872	520.564	169.604	415.831	528.379	169.503	420.157	506.987	169.720	390.039	414.288	164.839	368.978	415.028	165.105	392.529	434.262	164.924
5547	11.09200	428.625	520.395	169.618	415.432	527.901	169.468	420.246	506.599	169.763	389.955	414.508	164.828	368.738	415.653	165.079	392.739	434.379	164.958
5548	11.09400	428.372	520.218	169.615	415.038	527.406	169.495	420.356	506.265	169.680	389.769	414.700	164.806	368.696	416.079	165.149	392.964	434.521	164.946
5549	11.09600	428.149	520.050	169.628	414.591	526.901	169.507	420.446	505.886	169.707	389.610	414.859	164.814	368.551	416.686	165.093	393.195	434.680	164.935
5550	11.09800	427.932	519.872	169.658	414.244	526.397	169.519	420.589	505.508	169.735	389.463	415.036	164.853	368.490	417.131	165.228	393.369	434.806	164.991
5551	11.10000	427.702	519.713	169.656	413.843	525.911	169.531	420.704	505.217	169.700	389.309	415.213	164.863	368.361	417.729	165.159	393.522	434.904	165.002
5552	11.10200	427.424	519.553	169.685	413.489	525.380	169.531	420.826	504.891	169.695	389.170	415.398	164.886	368.309	418.215	165.180	393.708	434.992	164.995
5553	11.10400	427.199	519.393	169.715	413.111	524.885	169.559	420.959	504.540	169.799	389.056	415.557	164.895	368.212	418.769	165.130	393.924	435.081	164.989
5554	11.10600	426.961	519.224	169.730	412.773	524.364	169.512	421.076	504.240	169.717	388.918	415.732	164.873	368.105	419.289	165.117	394.123	435.162	165.001
5555	11.10800	426.730	519.056	169.713	412.395	523.851	169.541	421.205	503.958	169.728	388.796	415.917	164.865	368.062	419.801	165.119	394.316	435.260	165.010
5556	11.11000	426.524	518.905	169.695	412.056	523.329	169.526	421.349	503.633	169.756	388.666	416.101	164.826	367.980	420.338	165.104	394.493	435.357	164.989
5557	11.11200	426.248	518.736	169.679	411.716	522.808	169.540	421.509	503.369	169.765	388.529	416.294	164.831	367.951	420.841	165.094	394.670	435.428	164.984
5558	11.11400	425.986	518.550	169.693	411.406	522.304	169.588	421.639	503.070	169.746	388.368	416.471	164.839	367.867	421.380	165.111	394.831	435.517	164.980
5559	11.11600	425.776	518.364	169.738	411.084	521.765	169.540	421.790	502.771	169.788	388.214	416.647	164.849	367.838	421.865	165.104	395.031	435.588	164.977
5560	11.11800	425.577	518.223	169.734	410.797	521.235	169.604	421.914	502.533	169.749	388.052	416.831	164.842	367.778	422.412	165.105	395.192	435.660	164.974
5561	11.12000	425.315	518.054	169.748	410.489	520.713	169.561	422.060	502.305	169.697	387.930	417.007	164.819	367.741	422.898	165.130	395.369	435.705	164.989
5562	11.12200	425.058	517.885	169.827	410.217	520.175	169.639	422.211	502.058	169.738	387.792	417.184	164.859	367.689	423.445	165.132	395.537	435.751	165.034
5563	11.12400	424.798	517.690	169.795	409.903	519.645	169.579	422.394	501.794	169.751	387.669	417.343	164.869	367.668	423.923	165.172	395.738	435.779	165.048
5564	11.12600	424.576	517.495	169.763	409.654	519.088	169.628	422.508	501.548	169.761	387.540	417.536	164.843	367.623	424.435	165.179	395.907	435.814	165.047
5565	11.12800	424.349	517.310	169.681	409.376	518.594	169.631	422.607	501.328	169.754	387.387	417.712	164.852	367.610	424.938	165.171	396.053	435.850	165.047
5566	11.13000	424.119	517.124	169.664	409.154	518.020	169.586	422.784	501.126	169.745	387.234	417.897	164.843	367.580	425.451	165.209	396.207	435.886	165.046
5567	11.13200	423.963	516.991	169.712	408.833	517.480	169.703	422.998	500.935	169.749	387.089	418.081	164.835	367.559	425.962	165.185	396.369	435.914	165.061
5568	11.13400	423.730	516.839	169.760	408.589	516.925	169.627	423.165	500.777	169.726	386.936	418.275	164.842	367.576	426.457	165.195	396.547	435.958	165.043
5569	11.13600	423.409	516.636	169.739	408.424	516.466	169.692	423.298	500.591	169.691	386.791	418.450	164.818	367.556	426.985	165.138	396.708	435.959	165.045
5570	11.13800	423.172	516.424	169.705	408.211	515.866	169.604	423.422	500.388	169.654	386.653	418.601	164.846	367.573	427.453	165.166	396.847	435.968	165.031
5571	11.14000	423.049	516.248	169.705	408.068	515.415	169.689	423.558	500.169	169.679	386.500	418.795	164.852	367.560	427.982	165.142	396.993	435.977	165.017
5572	11.14200	422.894	516.088	169.737	407.645	514.813	169.637	423.801	499.977	169.748	386.355	418.979	164.844	367.577	428.442	165.157	397.116	435.968	165.005
5573	11.14400	422.523	515.935	169.756	407.552	514.320	169.668	423.964	499.811	169.705	386.217	419.164	164.835	367.586	428.927	165.153	397.247	435.969	165.007
5574	11.14600	422.228	515.767	169.643	407.343	513.711	169.661	424.132	499.688	169.649	386.057	419.331	164.829	367.604	429.438	165.100	397.392	435.961	165.026
5575	11.14800	422.090	515.556	169.641	407.270	513.235	169.731	424.255	499.591	169.641	385.888	419.524	164.804	367.628	429.881	165.148	397.531	435.935	165.015
5576	11.15000	421.951	515.379	169.670	407.015	512.679	169.722	424.407	499.485	169.683	385.775	419.673	164.799	367.646	430.391	165.096	397.677	435.935	165.017
5577	11.15200	421.721	515.228	169.654	406.945	512.194	169.715	424.606	499.354	169.706	385.645	419.840	164.794	367.685	430.834	165.146	397.815	435.910	165.037
5578	11.15400	421.497	515.050	169.656	406.760	511.655	169.677	424.804	499.258	169.728	385.476	420.033	164.771	367.710	431.311	165.128	397.931	435.884	165.027
5579	11.15600	421.267	514.881	169.642	406.651	511.135	169.701	424.989	499.179	169.717	385.322	420.219	164.794	367.758	431.778	165.097	398.061	435.831	165.033
5580	11.15800	421.075	514.678	169.626	406.519	510.605	169.681	425.150	499.100	169.707	385.184	420.395	164.804	367.798	432.247	165.129	398.175	435.780	165.072
5581	11.16000	420.853	514.510	169.610	406.432	510.067	169.707	425.310	499.048	169.712	385.032	420.563	164.827	367.838	432.722	165.052	398.268	435.736	165.062
5582	11.16200	420.627	514.332	169.673	406.308	509.538	169.687	425.441	498.987	169.701	384.909	420.729	164.792	367.916	433.157	165.150	398.368	435.700	165.037
5583	11.16400	420.427	514.155	169.673	406.214	509.026	169.696	425.624	498.943	169.721	384.741	420.930	164.752	367.964	433.624	165.120	398.460	435.647	165.013
5584	11.16600	420.243	513.987	169.658	406.120	508.497	169.708	425.792	498.909	169.726	384.611	421.107	164.760	368.044	434.099	165.042	398.576	435.585	165.005
5585	11.16800	420.014	513.845	169.626	406.041	508.003	169.717	425.938	498.856	169.730	384.505	421.283	164.768	368.121	434.526	165.127	398.676	435.515	165.013
5586	11.17000	419.778	513.659	169.546	405.961	507.474	169.762	426.053	498.822	169.733	384.304	421.468	164.793	368.169	434.984	165.082	398.760	435.445	165.020
5587	11.17200	419.586	513.491	169.562	405.922	506.980	169.741	426.175	498.804	169.736	384.142	421.636	164.819	368.262	435.452	165.087	398.837	435.384	165.012
5588	11.17400	419.398	513.304	169.642	405.851	506.451	169.754	426.321	498.788	169.738	384.020	421.803	164.813	368.333	435.851	165.127	398.921	435.323	165.035
5589	11.17600	419.151	513.127	169.673	405.796	505.975	169.735	426.459	498.780	169.754	383.867	421.970	164.808	368.451	436.336	165.096	398.982	435.252	165.013
5590	11.17800	418.929	512.985	169.640	405.764	505.463	169.748	426.567	498.781	169.755	383.722	422.182	164.813	368.489	436.735	165.140	399.044	435.181	164.989
5591	11.18000	418.706	512.799	169.655	405.716	504.970	169.760	426.665	498.807	169.773	383.568	422.367	164.806	368.645	437.159	165.162	399.113	435.120	165.011
5592	11.18200	418.538	512.666	169.608	405.714	504.502	169.758	426.788	498.825	169.774	383.415	422.552	164.830	368.692	437.601	165.152	399.181	435.032	165.021
5593	11.18400	418.299	512.489	169.610	405.689	504.009	169.771	426.894	498.861	169.806	383.262	422.728	164.838	368.856	438.042	165.112	399.242	434.962	165.030
5594	11.18600	418.115	512.320	169.595	405.696	503.541	169.739	427.009	498.897	169.807	383.093	422.895	164.833	368.902	438.415	165.204	399.303	434.874	165.040
5595	11.18800	417.875	512.143	169.657	405.685	503.074	169.799	427.124	498.968	169.837	382.956	423.072	164.842	369.052	438.889	165.096	399.364	434.778	165.066
5596	11.19000	417.666	511.983	169.687	405.684	502.598	169.782	427.217	499.048	169.820	382.818	423.257	164.866	369.144	439.254	165.175	399.417	434.681	165.060
5597	11.19200	417.475	511.824	169.657	405.722	502.167	169.747	427.292	499.101	169.851	382.687	423.451	164.874	369.283	439.678	165.170	399.464	434.592	165.038
5598	11.19400	417.269	511.647	169.626	405.717	501.691	169.857	427.384	499.181	169.864	382.543	423.635	164.835	369.385	440.075	165.119	399.502	434.477	165.034
5599	11.19600	417.060	511.478	169.643	405.764	501.285	169.776	427.471	499.270	169.830	382.382	423.802	164.830	369.509	440.474	165.163	399.540	434.354	165.046
5600	11.19800	416.875	511.301	169.645	405.824	500.845	169.789	427.548	499.359	169.827	382.214	423.978	164.839	369.634	440.844	165.131	399.563	434.239	165.042
5601	11.20000	416.646	511.142	169.611	405.806	500.368	169.807	427.626	499.474	169.809	382.076	424.163	164.832	369.797	441.251	165.157	399.570	434.124	165.039
5602	11.20200	416.420	510.956	169.690	405.906	499.964	169.758	427.695	499.571	169.822	381.961	424.357	164.840	369.889	441.614	165.174	399.593	434.027	165.033
5603	11.20400	416.212	510.779	169.720	405.964	499.523	169.806	427.748	499.686	169.835	381.823	424.533	164.850	370.061	441.976	165.158	399.608	433.912	165.029
5604	11.20600	415.983	510.619	169.659	406.026	499.118	169.758	427.794	499.792	169.863	381.670	424.692	164.862	370.222	442.366	165.191	399.622	433.798	165.056
5605	11.20800	415.784	510.468	169.643	406.116	498.704	169.789	427.831	499.898	169.891	381.508	424.859	164.858	370.378	442.737	165.159	399.637	433.675	165.070
5606	11.21000	415.531	510.299	169.628	406.183	498.281	169.804	427.876	500.004	169.919	381.363	425.035	164.866	370.502	443.082	165.146	399.628	433.525	165.069
5607	11.21200	415.346	510.140	169.630	406.252	497.893	169.757	427.916	500.137	169.899	381.218	425.237	164.858	370.695	443.454	165.178	399.597	433.384	165.083
5608	11.21400	415.145	509.963	169.660	406.342	497.515	169.786	427.932	500.278	169.895	381.080	425.430	164.835	370.819	443.798	165.165	399.574	433.242	165.065
5609	11.21600	414.922	509.795	169.675	406.463	497.110	169.802	427.941	500.445	169.875	380.927	425.597	164.831	371.005	444.152	165.137	399.551	433.100	165.047
5610	11.21800	414.714	509.635	169.675	406.532	496.757	169.755	427.951	500.622	169.838	380.782	425.765	164.856	371.182	444.516	165.187	399.528	432.985	165.042
5611	11.22000	414.492	509.449	169.661	406.638	496.396	169.753	427.952	500.780	169.832	380.620	425.925	164.899	371.297	444.800	165.227	399.512	432.853	165.039
5612	11.22200	414.285	509.290	169.629	406.744	496.018	169.783	427.952	500.922	169.856	380.475	426.101	164.909	371.477	445.143	165.182	399.489	432.738	165.034
5613	11.22400	414.070	509.112	169.631	406.874	495.674	169.721	427.960	501.064	169.852	380.345	426.294	164.886	371.671	445.506	165.169	399.449	432.606	165.063
5614	11.22600	413.862	508.970	169.631	406.995	495.340	169.766	427.945	501.240	169.846	380.193	426.477	164.816	371.801	445.790	165.210	399.388	432.472	165.028
5615	11.22800	413.654	508.802	169.646	407.124	495.014	169.765	427.893	501.424	169.824	380.033	426.644	164.810	371.979	446.100	165.232	399.341	432.296	165.045
5616	11.23000	413.438	508.652	169.662	407.223	494.680	169.749	427.840	501.610	169.832	379.887	426.829	164.835	372.172	446.436	165.208	399.256	432.120	165.061
5617	11.23200	413.200	508.474	169.663	407.382	494.346	169.793	427.802	501.812	169.840	379.741	427.024	164.875	372.344	446.744	165.167	399.202	431.952	165.061
5618	11.23400	412.992	508.306	169.679	407.520	494.046	169.776	427.741	502.006	169.833	379.572	427.191	164.870	372.498	447.019	165.192	399.149	431.819	165.056
5619	11.23600	412.792	508.120	169.694	407.643	493.773	169.711	427.682	502.200	169.795	379.428	427.375	164.832	372.691	447.338	165.200	399.096	431.695	165.035
5620	11.23800	412.624	507.943	169.663	407.796	493.475	169.723	427.607	502.384	169.773	379.267	427.542	164.828	372.870	447.611	165.133	399.033	431.571	165.048
5621	11.24000	412.424	507.793	169.649	407.978	493.149	169.755	427.545	502.570	169.812	379.128	427.711	164.886	373.039	447.877	165.176	398.939	431.430	165.061
5622	11.24200	412.149	507.641	169.603	408.077	492.903	169.736	427.468	502.772	169.820	378.989	427.880	164.944	373.279	448.178	165.154	398.831	431.297	165.058
5623	11.24400	411.956	507.472	169.590	408.199	492.665	169.732	427.362	503.010	169.826	378.837	428.046	164.908	373.503	448.462	165.165	398.738	431.137	165.042
5624	11.24600	411.756	507.296	169.622	408.366	492.401	169.776	427.250	503.221	169.756	378.677	428.238	164.854	373.728	448.709	165.114	398.624	430.950	165.011
5625	11.24800	411.593	507.119	169.652	408.535	492.147	169.741	427.114	503.440	169.701	378.540	428.439	164.814	373.826	448.957	165.162	398.522	430.748	165.046
