NO_OF_FRAMES	5700
NO_OF_CAMERAS	2
NO_OF_MARKERS	15
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 21:15:25.973	961859.55993530
DATA_INCLUDED	3D
MARKER_NAMES	a396_1g	ax	ay	b31_6g	bx	by	c27_7g	cx	cy	d14_6g	dx	dy	e5_9g	ex	ey
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured
Frame	Time	a396_1g X	a396_1g Y	a396_1g Z	ax X	ax Y	ax Z	ay X	ay Y	ay Z	b31_6g X	b31_6g Y	b31_6g Z	bx X	bx Y	bx Z	by X	by Y	by Z	c27_7g X	c27_7g Y	c27_7g Z	cx X	cx Y	cx Z	cy X	cy Y	cy Z	d14_6g X	d14_6g Y	d14_6g Z	dx X	dx Y	dx Z	dy X	dy Y	dy Z	e5_9g X	e5_9g Y	e5_9g Z	ex X	ex Y	ex Z	ey X	ey Y	ey Z	
32568	65.13400	324.186	585.787	172.314	355.657	597.105	170.852	313.858	618.788	170.580	366.142	726.074	166.109	379.060	741.685	165.899	348.961	737.561	165.456	562.141	594.737	164.972	581.567	600.053	165.034	554.400	614.282	164.969	290.722	434.584	166.006	301.669	415.213	166.407	311.402	445.427	165.925	97.578	511.657	162.456	114.995	521.214	165.933	86.825	527.918	166.097
32569	65.13600	324.111	585.945	172.323	354.884	598.999	170.856	311.952	618.333	170.619	365.857	725.503	166.134	378.956	740.939	165.941	348.806	737.135	165.554	562.711	594.846	164.986	582.284	599.637	165.046	555.482	614.581	164.961	290.335	434.272	166.011	301.083	414.839	166.408	311.115	444.938	165.850	96.467	511.910	162.480	113.914	521.432	165.929	85.799	528.242	166.095
32570	65.13800	324.051	586.121	172.332	354.035	600.851	170.849	310.106	617.789	170.650	365.594	724.918	166.123	378.853	740.186	165.967	348.674	736.768	165.537	563.306	594.965	164.986	582.986	599.268	165.064	556.571	614.862	164.953	289.937	433.981	166.051	300.443	414.405	166.462	310.922	444.400	165.909	95.362	512.174	162.488	112.867	521.658	165.940	84.743	528.542	166.110
32571	65.14000	323.960	586.297	172.310	353.071	602.657	170.868	308.291	617.141	170.675	365.295	724.373	166.138	378.743	739.470	165.969	348.526	736.402	165.520	563.898	595.082	165.018	583.682	598.878	165.063	557.690	615.134	164.959	289.575	433.697	166.071	299.922	414.007	166.454	310.576	443.912	165.837	94.263	512.463	162.481	111.807	521.866	165.921	83.691	528.821	166.092
32572	65.14200	323.877	586.463	172.366	352.015	604.447	170.795	306.467	616.387	170.689	364.980	723.801	166.053	378.642	738.711	165.948	348.403	736.002	165.608	564.496	595.202	164.987	584.367	598.452	165.029	558.805	615.404	164.936	289.189	433.421	166.044	299.321	413.652	166.485	310.313	443.390	165.863	93.170	512.742	162.458	110.737	522.094	165.871	82.634	529.136	166.043
32573	65.14400	323.802	586.637	172.405	350.867	606.146	170.842	304.719	615.527	170.726	364.776	723.199	166.150	378.561	737.965	165.993	348.294	735.646	165.579	565.102	595.340	164.956	585.002	598.054	165.093	559.855	615.640	164.940	288.803	433.118	166.004	298.713	413.209	166.526	310.062	442.920	165.851	92.086	512.996	162.451	109.662	522.320	165.851	81.605	529.452	166.027
32574	65.14600	323.696	586.812	172.412	349.611	607.801	170.838	303.069	614.608	170.715	364.490	722.646	166.036	378.496	737.241	165.980	348.168	735.245	165.555	565.685	595.427	164.921	585.668	597.727	165.017	560.974	615.862	164.940	288.435	432.818	166.059	298.167	412.835	166.498	309.771	442.380	165.818	90.986	513.249	162.444	108.587	522.530	165.833	80.557	529.732	166.041
32575	65.14800	323.598	586.996	172.437	348.295	609.378	170.816	301.434	613.601	170.697	364.181	722.063	166.106	378.377	736.502	165.930	348.037	734.850	165.581	566.207	595.525	164.952	586.380	597.272	165.009	562.094	616.098	164.945	288.080	432.543	166.064	297.580	412.488	166.481	309.487	441.887	165.919	89.903	513.538	162.437	107.526	522.747	165.860	79.501	530.029	166.055
32576	65.15000	323.507	587.171	172.446	346.925	610.920	170.762	299.828	612.461	170.714	363.898	721.496	166.072	378.269	735.783	165.969	347.928	734.513	165.524	566.838	595.658	164.986	586.842	596.861	165.108	563.237	616.331	164.931	287.663	432.257	166.022	296.974	412.037	166.540	309.197	441.370	165.773	88.821	513.801	162.446	106.435	522.956	165.903	78.460	530.327	166.069
32577	65.15200	323.417	587.328	172.485	345.417	612.337	170.762	298.352	611.261	170.684	363.665	720.931	166.147	378.159	735.002	166.009	347.788	734.066	165.539	567.542	595.797	164.966	587.550	596.560	165.000	564.274	616.475	164.990	287.308	431.972	166.011	296.404	411.663	166.512	308.973	440.852	165.955	87.700	514.061	162.454	105.373	523.173	165.930	77.416	530.626	166.115
32578	65.15400	323.319	587.493	172.570	343.893	613.691	170.803	296.944	610.026	170.654	363.364	720.373	166.097	378.033	734.258	166.025	347.653	733.694	165.473	567.960	595.919	164.974	588.181	596.047	165.082	565.307	616.620	165.018	286.949	431.674	166.099	295.808	411.324	166.479	308.675	440.327	165.825	86.612	514.315	162.479	104.310	523.382	165.942	76.352	530.907	166.130
32579	65.15600	323.213	587.668	172.579	342.308	614.976	170.809	295.621	608.713	170.638	363.049	719.824	166.065	377.860	733.536	165.980	347.553	733.318	165.473	568.674	596.049	164.938	588.685	595.677	165.090	566.451	616.832	165.004	286.548	431.389	166.088	295.245	410.892	166.538	308.341	439.844	165.943	85.497	514.608	162.473	103.233	523.600	165.970	75.305	531.195	166.160
32580	65.15800	323.123	587.834	172.602	340.623	616.182	170.793	294.390	607.294	170.647	362.831	719.231	166.152	377.820	732.786	165.951	347.459	732.898	165.478	569.177	596.126	164.939	589.306	595.383	164.935	567.645	617.063	164.962	286.185	431.087	166.050	294.626	410.518	166.540	308.077	439.301	165.817	84.421	514.878	162.467	102.163	523.818	165.998	74.270	531.501	166.159
32581	65.16000	323.017	588.027	172.611	338.900	617.282	170.769	293.233	605.840	170.625	362.561	718.668	166.055	377.723	732.003	166.023	347.342	732.534	165.433	569.699	596.191	164.965	589.812	594.801	165.176	568.822	617.202	165.005	285.768	430.802	166.009	294.064	410.205	166.490	307.807	438.792	165.984	83.305	515.148	162.459	101.109	524.035	166.025	73.222	531.800	166.174
32582	65.16200	322.927	588.192	172.666	337.115	618.278	170.736	292.153	604.324	170.617	362.245	718.075	166.142	377.630	731.236	165.992	347.272	732.154	165.496	570.416	596.305	164.980	590.429	594.552	164.999	570.025	617.315	165.032	285.417	430.511	166.049	293.481	409.780	166.500	307.448	438.258	165.902	82.229	515.402	162.454	100.053	524.245	166.039	72.173	532.081	166.189
32583	65.16400	322.813	588.350	172.673	335.315	619.193	170.744	291.164	602.758	170.548	361.961	717.520	166.064	377.499	730.501	165.999	347.127	731.714	165.531	570.946	596.422	165.011	590.944	594.109	165.023	571.093	617.391	165.085	285.078	430.228	166.102	292.850	409.399	166.551	307.197	437.799	165.880	81.143	515.666	162.495	98.974	524.456	166.052	71.140	532.380	166.205
32584	65.16600	322.707	588.507	172.711	333.444	620.004	170.679	290.298	601.119	170.571	361.775	716.944	166.157	377.382	729.749	166.002	347.056	731.331	165.514	571.585	596.565	164.969	591.487	593.673	165.087	572.174	617.443	165.089	284.659	429.932	166.014	292.343	409.088	166.533	306.918	437.198	165.930	80.055	515.937	162.458	97.903	524.665	166.064	70.092	532.678	166.220
32585	65.16800	322.594	588.708	172.737	331.535	620.691	170.665	289.477	599.501	170.506	361.464	716.354	166.070	377.255	728.972	165.983	346.924	730.891	165.548	572.138	596.684	164.938	591.968	593.331	165.007	573.272	617.522	165.078	284.314	429.649	166.038	291.705	408.688	166.524	306.590	436.771	165.901	78.978	516.207	162.451	96.860	524.884	166.062	69.049	532.969	166.221
32586	65.17000	322.457	588.882	172.776	329.581	621.328	170.587	288.793	597.821	170.458	361.166	715.811	166.059	377.163	728.245	166.010	346.829	730.507	165.530	572.717	596.803	164.938	592.452	592.911	165.040	574.403	617.612	165.054	283.960	429.365	166.090	291.090	408.299	166.592	306.270	436.196	165.843	77.890	516.464	162.478	95.785	525.112	166.044	68.005	533.257	166.220
32587	65.17200	322.336	589.013	172.796	327.656	621.812	170.601	288.240	596.069	170.470	360.910	715.215	166.068	376.957	727.487	165.960	346.735	730.067	165.565	573.292	596.890	164.985	592.949	592.531	165.022	575.534	617.680	165.030	283.547	429.075	166.099	290.570	407.980	166.592	305.994	435.745	165.835	76.817	516.720	162.505	94.723	525.331	166.010	66.966	533.564	166.189
32588	65.17400	322.206	589.187	172.803	325.724	622.245	170.581	287.718	594.328	170.443	360.641	714.663	166.072	376.840	726.718	165.962	346.663	729.669	165.512	573.899	597.013	164.953	593.424	592.124	165.070	576.648	617.741	165.020	283.222	428.764	166.079	289.942	407.614	166.577	305.662	435.168	165.865	75.708	517.002	162.484	93.663	525.540	165.992	65.931	533.872	166.190
32589	65.17600	321.986	589.381	172.782	323.705	622.511	170.528	287.376	592.524	170.366	360.317	714.049	166.078	376.730	725.919	166.006	346.533	729.266	165.525	574.502	597.130	164.954	593.874	591.761	164.991	577.802	617.765	165.008	282.790	428.513	166.034	289.316	407.226	166.616	305.359	434.674	165.848	74.598	517.282	162.462	92.591	525.767	165.942	64.891	534.162	166.159
32590	65.17800	321.857	589.502	172.817	321.606	622.729	170.448	287.157	590.790	170.299	360.046	713.501	166.018	376.629	725.151	165.979	346.473	728.842	165.449	575.070	597.249	164.923	594.306	591.369	165.071	578.923	617.798	165.012	282.433	428.215	166.091	288.786	406.915	166.629	305.121	434.153	165.819	73.518	517.543	162.440	91.521	526.003	165.908	63.857	534.478	166.113
32591	65.18000	321.719	589.618	172.745	319.671	622.800	170.438	286.950	588.982	170.288	359.837	712.917	166.095	376.505	724.408	165.972	346.343	728.393	165.501	575.682	597.376	164.909	594.763	590.977	165.069	580.053	617.807	164.997	282.050	427.919	166.096	288.199	406.556	166.598	304.723	433.587	165.926	72.434	517.798	162.498	90.468	526.211	165.890	62.814	534.777	166.067
32592	65.18200	321.527	589.739	172.746	317.780	622.793	170.437	286.916	587.206	170.246	359.536	712.361	166.018	376.364	723.630	165.958	346.289	728.038	165.444	576.262	597.497	164.908	595.171	590.644	165.026	581.155	617.787	165.026	281.665	427.608	166.045	287.487	406.194	166.558	304.459	433.107	165.844	71.355	518.059	162.477	89.416	526.420	165.872	61.789	535.057	166.083
32593	65.18400	321.353	589.894	172.812	315.831	622.691	170.416	286.916	585.458	170.260	359.243	711.787	166.082	376.136	722.878	165.961	346.204	727.572	165.491	576.862	597.595	164.940	595.585	590.266	165.057	582.271	617.758	165.010	281.328	427.343	166.067	286.977	405.847	166.605	304.101	432.579	165.922	70.243	518.333	162.441	88.345	526.640	165.839	60.743	535.355	166.068
32594	65.18600	321.261	590.033	172.817	313.851	622.491	170.432	287.119	583.672	170.209	358.957	711.212	166.033	376.011	722.083	165.945	346.130	727.165	165.421	577.434	597.698	164.938	595.978	589.879	165.073	583.344	617.728	165.023	280.956	427.057	166.056	286.313	405.508	166.573	303.733	432.089	165.854	69.165	518.600	162.434	87.271	526.840	165.836	59.699	535.646	166.069
32595	65.18800	321.154	590.166	172.777	311.883	622.169	170.404	287.361	581.907	170.168	358.741	710.665	166.088	375.885	721.300	165.996	345.992	726.725	165.459	578.052	597.818	164.938	596.359	589.533	164.995	584.462	617.695	164.987	280.527	426.730	166.008	285.794	405.150	166.514	303.463	431.490	165.939	68.077	518.855	162.460	86.199	527.064	165.848	58.656	535.935	166.070
32596	65.19000	320.994	590.261	172.795	310.025	621.769	170.420	287.720	580.184	170.180	358.416	710.045	166.048	375.760	720.522	165.985	345.967	726.280	165.445	578.609	597.935	164.938	596.738	589.172	164.997	585.539	617.631	164.967	280.145	426.443	165.997	285.150	404.820	166.466	303.121	431.046	165.855	66.971	519.102	162.471	85.132	527.267	165.846	57.624	536.225	166.102
32597	65.19200	320.841	590.375	172.752	308.142	621.244	170.454	288.177	578.461	170.132	358.146	709.522	166.010	375.619	719.717	165.985	345.827	725.844	165.420	579.206	598.063	164.923	597.092	588.820	165.014	586.669	617.545	164.958	279.807	426.187	166.003	284.539	404.481	166.497	302.773	430.460	165.873	65.891	519.383	162.451	84.068	527.475	165.859	56.596	536.513	166.102
32598	65.19400	320.695	590.507	172.709	306.296	620.623	170.463	288.757	576.819	170.111	357.881	708.880	166.030	375.463	718.939	165.974	345.802	725.419	165.491	579.781	598.174	164.907	597.456	588.498	164.954	587.759	617.464	164.967	279.404	425.895	166.043	284.023	404.098	166.488	302.511	429.934	165.957	64.809	519.653	162.414	82.995	527.683	165.872	55.568	536.802	166.103
32599	65.19600	320.550	590.639	172.668	304.503	619.906	170.449	289.400	575.175	170.124	357.628	708.362	166.044	375.274	718.166	166.010	345.670	724.966	165.462	580.373	598.275	164.938	597.817	588.180	164.975	588.835	617.375	164.959	279.035	425.572	165.975	283.337	403.777	166.425	302.126	429.434	165.842	63.738	519.918	162.395	81.933	527.884	165.901	54.529	537.100	166.089
32600	65.19800	320.405	590.744	172.672	302.746	619.067	170.425	290.196	573.594	170.128	357.319	707.748	166.054	375.126	717.383	165.952	345.645	724.536	165.484	580.951	598.384	164.952	598.115	587.838	165.007	589.919	617.270	164.948	278.699	425.291	166.031	282.813	403.510	166.448	301.809	428.886	165.893	62.674	520.163	162.437	80.886	528.102	165.930	53.474	537.372	166.121
32601	65.20000	320.260	590.840	172.659	301.044	618.156	170.427	291.068	572.066	170.107	357.040	707.189	166.010	374.979	716.604	165.945	345.537	724.087	165.539	581.542	598.505	164.921	598.421	587.530	164.980	590.992	617.143	164.969	278.306	425.033	166.035	282.156	403.146	166.438	301.516	428.398	165.798	61.587	520.425	162.417	79.821	528.311	165.943	52.448	537.654	166.138
32602	65.20200	320.107	590.954	172.617	299.433	617.167	170.440	292.017	570.617	170.079	356.800	706.629	166.000	374.846	715.806	165.965	345.479	723.655	165.447	582.116	598.615	164.905	598.740	587.214	165.029	592.026	617.021	164.926	277.981	424.739	166.013	281.573	402.770	166.441	301.065	427.865	165.812	60.489	520.717	162.382	78.774	528.512	165.973	51.422	537.934	166.155
32603	65.20400	319.953	591.041	172.587	297.874	616.109	170.418	293.061	569.195	170.133	356.529	706.049	166.018	374.698	715.010	165.956	345.387	723.178	165.512	582.710	598.742	164.922	599.028	586.931	165.021	593.096	616.878	164.914	277.574	424.445	165.930	281.032	402.532	166.418	300.778	427.359	165.720	59.427	520.989	162.378	77.711	528.712	166.002	50.365	538.232	166.172
32604	65.20600	319.808	591.139	172.544	296.408	614.926	170.450	294.179	567.817	170.144	356.253	705.498	165.995	374.510	714.239	165.964	345.346	722.771	165.444	583.307	598.870	164.907	599.320	586.615	165.039	594.167	616.691	164.944	277.196	424.162	165.984	280.387	402.222	166.462	300.518	426.822	165.818	58.319	521.223	162.435	76.646	528.921	166.016	49.333	538.504	166.205
32605	65.20800	319.671	591.235	172.533	294.986	613.684	170.433	295.429	566.536	170.148	355.958	704.847	166.031	374.290	713.443	165.951	345.268	722.270	165.488	583.884	598.970	164.938	599.563	586.325	165.012	595.195	616.514	164.958	276.864	423.897	166.006	279.794	401.827	166.466	300.040	426.279	165.756	57.248	521.468	162.478	75.586	529.132	166.061	48.327	538.786	166.254
32606	65.21000	319.540	591.341	172.475	293.665	612.387	170.476	296.671	565.344	170.127	355.698	704.365	166.023	374.142	712.635	165.988	345.244	721.880	165.425	584.458	599.099	164.923	599.864	586.054	165.017	596.213	616.343	164.929	276.441	423.603	165.983	279.233	401.531	166.501	299.792	425.785	165.774	56.168	521.751	162.459	74.537	529.342	166.075	47.289	539.083	166.240
32607	65.21200	319.418	591.438	172.463	292.395	611.013	170.469	298.028	564.205	170.140	355.434	703.716	166.030	374.002	711.829	165.996	345.143	721.369	165.484	585.062	599.201	164.921	600.087	585.769	165.039	597.279	616.166	164.883	276.085	423.290	165.932	278.646	401.293	166.423	299.392	425.201	165.827	55.085	522.037	162.422	73.481	529.560	166.042	46.279	539.371	166.210
32608	65.21400	319.312	591.526	172.468	291.241	609.586	170.493	299.478	563.145	170.144	355.162	703.201	165.980	373.839	711.033	165.989	345.139	720.955	165.400	585.628	599.328	164.907	600.342	585.498	165.044	598.311	615.954	164.863	275.695	423.035	165.970	277.918	400.945	166.378	299.055	424.731	165.794	54.005	522.283	162.403	72.425	529.778	166.009	45.238	539.665	166.183
32609	65.21600	319.175	591.631	172.472	290.155	608.125	170.486	300.944	562.200	170.139	354.892	702.596	165.980	373.661	710.273	165.958	345.048	720.461	165.463	586.245	599.456	164.924	600.585	585.243	165.019	599.333	615.716	164.857	275.357	422.735	166.028	277.437	400.584	166.464	298.729	424.176	165.834	52.939	522.519	162.430	71.383	529.988	165.961	44.223	539.947	166.170
32610	65.21800	319.053	591.719	172.445	289.184	606.547	170.550	302.487	561.316	170.182	354.660	702.024	166.018	373.449	709.489	166.013	345.045	720.023	165.471	586.804	599.565	164.909	600.820	585.007	164.995	600.341	615.492	164.854	275.001	422.423	165.976	276.802	400.299	166.488	298.302	423.677	165.814	51.864	522.792	162.396	70.311	530.206	165.929	43.182	540.244	166.094
32611	65.22000	318.930	591.808	172.387	288.288	604.956	170.526	304.123	560.519	170.229	354.383	701.458	165.964	373.261	708.651	165.983	344.943	719.533	165.469	587.417	599.692	164.895	601.061	584.798	164.987	601.336	615.251	164.880	274.599	422.146	165.951	276.200	400.066	166.416	297.987	423.131	165.839	50.805	523.081	162.361	69.265	530.415	165.911	42.169	540.543	166.050
32612	65.22200	318.823	591.888	172.344	287.485	603.336	170.550	305.743	559.866	170.222	354.081	700.831	166.023	373.106	707.844	165.993	344.927	719.070	165.457	588.017	599.795	164.924	601.268	584.535	165.007	602.305	614.993	164.873	274.247	421.899	165.974	275.666	399.714	166.340	297.609	422.644	165.839	49.714	523.338	162.327	68.222	530.627	165.864	41.146	540.826	166.038
32613	65.22400	318.685	591.958	172.316	286.805	601.671	170.620	307.478	559.264	170.216	353.826	700.310	165.929	372.936	707.067	165.962	344.863	718.596	165.493	588.583	599.923	164.909	601.470	584.321	165.002	603.293	614.740	164.833	273.892	421.598	166.000	274.952	399.355	166.455	297.271	422.083	165.782	48.648	523.574	162.355	67.174	530.844	165.831	40.138	541.125	166.025
32614	65.22600	318.594	592.038	172.305	286.215	599.956	170.630	309.200	558.767	170.306	353.555	699.684	165.990	372.750	706.279	165.944	344.837	718.125	165.462	589.160	600.004	164.939	601.667	584.119	164.979	604.284	614.493	164.779	273.498	421.268	165.981	274.492	399.117	166.525	296.939	421.574	165.835	47.579	523.831	162.415	66.114	531.063	165.830	39.120	541.412	165.996
32615	65.22800	318.510	592.107	172.307	285.762	598.221	170.672	310.959	558.421	170.325	353.300	699.187	165.947	372.530	705.470	165.983	344.756	717.633	165.495	589.719	600.133	164.924	601.853	583.945	164.972	605.232	614.205	164.818	273.127	421.017	165.908	273.817	398.863	166.359	296.499	421.020	165.760	46.507	524.112	162.396	65.080	531.255	165.845	38.103	541.702	166.030
32616	65.23000	318.411	592.196	172.281	285.325	596.515	170.675	312.742	558.164	170.348	353.006	698.544	165.974	372.334	704.637	166.004	344.731	717.172	165.453	590.342	600.270	164.895	602.040	583.770	164.966	606.194	613.895	164.806	272.737	420.762	165.916	273.187	398.520	166.327	296.192	420.500	165.798	45.444	524.384	162.393	64.011	531.465	165.890	37.090	541.969	166.081
32617	65.23200	318.289	592.258	172.268	285.148	594.683	170.737	314.594	558.002	170.354	352.761	698.026	165.995	372.142	703.841	165.972	344.651	716.673	165.468	590.913	600.363	164.908	602.184	583.576	164.989	607.156	613.624	164.734	272.412	420.443	165.976	272.689	398.227	166.486	295.842	419.985	165.785	44.368	524.648	162.405	62.961	531.674	165.905	36.068	542.251	166.131
32618	65.23400	318.205	592.299	172.314	284.872	593.022	170.737	316.484	557.980	170.364	352.473	697.414	165.947	371.964	703.059	166.007	344.623	716.211	165.425	591.510	600.508	164.896	602.369	583.406	165.001	608.072	613.306	164.787	272.027	420.132	165.957	272.029	397.953	166.557	295.390	419.455	165.806	43.306	524.885	162.466	61.911	531.866	165.919	35.043	542.528	166.117
32619	65.23600	318.174	592.402	172.315	284.869	591.082	170.797	318.256	557.996	170.506	352.212	696.850	166.006	371.761	702.264	165.973	344.529	715.685	165.450	592.096	600.618	164.911	602.513	583.245	165.028	609.013	613.005	164.761	271.622	419.875	165.962	271.462	397.683	166.375	295.060	418.952	165.811	42.253	525.150	162.479	60.866	532.085	165.919	34.030	542.837	166.121
32620	65.23800	318.091	592.519	172.277	284.892	589.440	170.810	320.034	558.116	170.616	351.925	696.294	165.906	371.510	701.412	165.992	344.526	715.231	165.427	592.667	600.726	164.927	602.647	583.114	165.008	609.927	612.686	164.763	271.278	419.624	165.920	270.823	397.422	166.373	294.595	418.420	165.830	41.173	525.419	162.412	59.824	532.295	165.934	32.996	543.120	166.141
32621	65.24000	317.971	592.599	172.302	285.029	587.664	170.834	321.894	558.368	170.587	351.662	695.675	165.988	371.309	700.593	166.053	344.421	714.712	165.468	593.271	600.863	164.929	602.779	582.994	165.003	610.814	612.365	164.736	270.926	419.334	165.964	270.213	397.102	166.495	294.275	417.891	165.855	40.074	525.693	162.379	58.782	532.507	165.949	31.982	543.375	166.144
32622	65.24200	317.903	592.679	172.292	285.312	585.922	170.893	323.771	558.664	170.606	351.408	695.152	165.928	371.115	699.788	166.038	344.372	714.216	165.420	593.820	600.982	164.929	602.905	582.879	164.984	611.670	612.028	164.767	270.526	418.997	165.993	269.618	396.841	166.585	293.821	417.395	165.872	39.028	525.939	162.392	57.708	532.698	165.963	30.961	543.674	166.101
32623	65.24400	317.842	592.768	172.266	285.642	584.190	170.943	325.549	559.146	170.619	351.106	694.535	165.977	370.898	699.009	166.011	344.328	713.714	165.467	594.449	601.111	164.914	603.040	582.765	165.027	612.508	611.702	164.751	270.129	418.748	165.984	269.074	396.587	166.483	293.457	416.846	165.866	37.965	526.195	162.390	56.661	532.908	165.947	29.950	543.962	166.073
32624	65.24600	317.743	592.856	172.239	286.099	582.510	170.936	327.343	559.707	170.648	350.843	694.020	165.934	370.665	698.238	166.001	344.298	713.232	165.488	594.983	601.247	164.916	603.164	582.675	165.026	613.392	611.346	164.752	269.781	418.525	165.925	268.460	396.323	166.426	293.127	416.369	165.915	36.908	526.466	162.325	55.612	533.108	165.915	28.934	544.246	166.062
32625	65.24800	317.659	592.936	172.229	286.650	580.840	170.983	329.084	560.373	170.680	350.571	693.396	165.935	370.423	697.361	166.004	344.264	712.716	165.468	595.602	601.365	164.917	603.271	582.594	165.040	614.243	610.977	164.769	269.428	418.203	165.921	267.828	396.053	166.532	292.652	415.816	165.812	35.823	526.734	162.289	54.583	533.327	165.915	27.912	544.520	166.067
32626	65.25000	317.577	593.023	172.266	287.300	579.188	171.003	330.748	561.135	170.729	350.318	692.849	165.999	370.213	696.515	166.078	344.208	712.222	165.536	596.167	601.483	164.918	603.387	582.525	165.038	615.054	610.639	164.739	269.064	417.897	165.999	267.276	395.781	166.636	292.310	415.316	165.913	34.741	526.991	162.319	53.528	533.537	165.899	26.898	544.800	166.023
32627	65.25200	317.493	593.085	172.253	288.025	577.633	170.984	332.443	562.022	170.720	350.024	692.266	165.915	370.035	695.719	166.053	344.207	711.716	165.502	596.758	601.591	164.965	603.490	582.481	165.022	615.887	610.287	164.706	268.643	417.612	165.991	266.583	395.503	166.553	291.870	414.769	165.763	33.683	527.247	162.349	52.487	533.738	165.929	25.882	545.098	166.011
32628	65.25400	317.417	593.181	172.275	288.836	576.077	171.001	334.086	563.005	170.731	349.747	691.689	166.022	369.772	694.982	165.909	344.134	711.188	165.563	597.330	601.728	164.967	603.569	582.439	165.005	616.655	609.878	164.763	268.285	417.370	165.964	266.086	395.258	166.497	291.504	414.260	165.880	32.624	527.502	162.378	51.440	533.929	165.913	24.883	545.380	166.063
32629	65.25600	317.318	593.260	172.263	289.763	574.610	171.025	335.659	564.065	170.757	349.489	691.087	165.963	369.517	694.191	165.931	344.165	710.707	165.553	597.924	601.838	164.982	603.666	582.424	164.973	617.460	609.516	164.715	267.967	417.078	165.946	265.447	395.017	166.502	291.077	413.725	165.778	31.563	527.773	162.344	50.412	534.140	165.929	23.874	545.654	166.099
32630	65.25800	317.243	593.330	172.299	290.772	573.197	170.995	337.202	565.206	170.772	349.220	690.550	165.983	369.312	693.280	166.074	344.068	710.155	165.561	598.484	601.966	164.968	603.751	582.407	164.973	618.250	609.135	164.665	267.561	416.742	166.008	264.816	394.733	166.529	290.638	413.232	165.831	30.505	528.047	162.374	49.365	534.367	165.913	22.873	545.953	166.088
32631	65.26000	317.168	593.400	172.334	291.868	571.836	171.030	338.631	566.416	170.822	348.949	689.984	165.902	369.085	692.429	166.070	344.053	709.659	165.516	599.083	602.086	164.937	603.869	582.403	164.957	619.022	608.738	164.696	267.222	416.461	166.067	264.314	394.475	166.510	290.277	412.672	165.780	29.451	528.305	162.436	48.328	534.587	165.913	21.874	546.242	166.092
32632	65.26200	317.108	593.487	172.339	293.056	570.546	171.042	340.014	567.724	170.797	348.679	689.394	165.945	368.862	691.729	166.048	344.017	709.123	165.560	599.653	602.187	164.967	603.960	582.412	164.975	619.761	608.359	164.676	266.776	416.224	165.897	263.632	394.223	166.438	289.843	412.209	165.732	28.384	528.541	162.465	47.282	534.787	165.912	20.871	546.543	166.113
32633	65.26400	317.055	593.574	172.375	294.312	569.335	171.044	341.359	569.082	170.866	348.422	688.795	165.968	368.593	690.962	165.952	343.960	708.611	165.480	600.214	602.306	164.937	604.039	582.421	164.961	620.499	607.955	164.607	266.425	415.948	165.876	263.080	393.988	166.427	289.496	411.636	165.780	27.328	528.802	162.416	46.227	534.979	165.896	19.869	546.807	166.103
